HGNC ID	Approved symbol	Alias symbol	Previous symbol	NCBI gene ID
HGNC:1364	ABITRAM	FLJ20457	C9orf6	54942
HGNC:1364	ABITRAM	FLJ20457	FAM206A	54942
HGNC:1364	ABITRAM	Simiate	C9orf6	54942
HGNC:1364	ABITRAM	Simiate	FAM206A	54942
HGNC:76	ABL1	JTK7	ABL	25
HGNC:76	ABL1	c-ABL	ABL	25
HGNC:76	ABL1	p150	ABL	25
HGNC:77	ABL2	ARG	ABLL	27
HGNC:78	ABLIM1	abLIM	LIMAB1	3983
HGNC:78	ABLIM1	abLIM	ABLIM	3983
HGNC:78	ABLIM1	limatin	LIMAB1	3983
HGNC:78	ABLIM1	limatin	ABLIM	3983
HGNC:19195	ABLIM2	KIAA1808		84448
HGNC:29132	ABLIM3	KIAA0843		22885
HGNC:79	ABO	A3GALNT		28
HGNC:79	ABO	A3GALT1		28
HGNC:81	ABR	MDB		29
HGNC:30655	ABRA	STARS		137735
HGNC:21230	ABRACL	PRO2013	C6orf115	58527
HGNC:21230	ABRACL	HSPC280	C6orf115	58527
HGNC:21230	ABRACL	Costars	C6orf115	58527
HGNC:25829	ABRAXAS1	FLJ13614	CCDC98	84142
HGNC:25829	ABRAXAS1	FLJ13614	FAM175A	84142
HGNC:25829	ABRAXAS1	ABRA1	CCDC98	84142
HGNC:25829	ABRAXAS1	ABRA1	FAM175A	84142
HGNC:25829	ABRAXAS1	ABRAXAS	CCDC98	84142
HGNC:25829	ABRAXAS1	ABRAXAS	FAM175A	84142
HGNC:28975	ABRAXAS2	Em:AC068896.4	KIAA0157	23172
HGNC:28975	ABRAXAS2	Em:AC068896.4	FAM175B	23172
HGNC:28975	ABRAXAS2	ABRO1	KIAA0157	23172
HGNC:28975	ABRAXAS2	ABRO1	FAM175B	23172
HGNC:17369	ABT1	Esf2		29777
HGNC:18275	ABTB1	BPOZ		80325
HGNC:18275	ABTB1	EF1ABP		80325
HGNC:18275	ABTB1	Btb3		80325
HGNC:18275	ABTB1	BTBD21		80325
HGNC:23842	ABTB2	DKFZP586C1619		25841
HGNC:23842	ABTB2	BTBD22		25841
HGNC:23842	ABTB2	ABTB2A		25841
HGNC:82	ACAA1			30
HGNC:83	ACAA2	DSAEC		10449
HGNC:84	ACACA	ACC1	ACAC	31
HGNC:84	ACACA	ACC1	ACC	31
HGNC:85	ACACB	HACC275		32
HGNC:85	ACACB	ACC2		32
HGNC:85	ACACB	ACCB		32
HGNC:87	ACAD8			27034
HGNC:21497	ACAD9	NPD002		28976
HGNC:21497	ACAD9	MGC14452		28976
HGNC:21597	ACAD10	MGC5601		80724
HGNC:30211	ACAD11	FLJ12592		84129
HGNC:88	ACADL	LCAD		33
HGNC:88	ACADL	ACAD4		33
HGNC:89	ACADM	MCAD		34
HGNC:89	ACADM	MCADH		34
HGNC:89	ACADM	ACAD1		34
HGNC:90	ACADS	SCAD		35
HGNC:90	ACADS	ACAD3		35
HGNC:91	ACADSB	SBCAD		36
HGNC:91	ACADSB	ACAD7		36
HGNC:92	ACADVL	VLCAD		37
HGNC:92	ACADVL	LCACD		37
HGNC:92	ACADVL	ACAD6		37
