HGNC ID	Approved symbol	Alias symbol	Previous symbol	NCBI gene ID
HGNC:5732	IGKV1-16	L1		28938
HGNC:5733	IGKV1-17	IGKV117		28937
HGNC:5733	IGKV1-17	A30		28937
HGNC:5735	IGKV1-27	IGKV127		28935
HGNC:5735	IGKV1-27	A20		28935
HGNC:5737	IGKV1-33	IGKV133		28933
HGNC:5737	IGKV1-33	O18		28933
HGNC:5739	IGKV1-37	IGKV137		28931
HGNC:5739	IGKV1-37	O14		28931
HGNC:5740	IGKV1-39			28930
HGNC:5759	IGKV1D-8			28904
HGNC:5746	IGKV1D-12			28903
HGNC:5747	IGKV1D-13			28902
HGNC:5748	IGKV1D-16			28901
HGNC:5749	IGKV1D-17			28900
HGNC:5753	IGKV1D-33			28896
HGNC:5755	IGKV1D-37	IGKV1D37		28894
HGNC:5755	IGKV1D-37	O4		28894
HGNC:5756	IGKV1D-39			28893
HGNC:5757	IGKV1D-42			28892
HGNC:5758	IGKV1D-43			28891
HGNC:5766	IGKV1OR2-0	IGKV1/OR2-0		28867
HGNC:5767	IGKV1OR2-108	IGKV1/OR2-108		28862
HGNC:5767	IGKV1OR2-108	IGKV1OR2108		28862
HGNC:5767	IGKV1OR2-108	IGO1		28862
HGNC:5781	IGKV2-24			28923
HGNC:5783	IGKV2-28			28921
HGNC:5784	IGKV2-29			28920
HGNC:5785	IGKV2-30			28919
HGNC:5789	IGKV2-40			28916
HGNC:5797	IGKV2D-24			28885
HGNC:5798	IGKV2D-26			28884
HGNC:5799	IGKV2D-28			28883
HGNC:5800	IGKV2D-29			28882
HGNC:5801	IGKV2D-30			28881
HGNC:5804	IGKV2D-40			28878
HGNC:5821	IGKV3-7			28915
HGNC:5815	IGKV3-11			28914
HGNC:5816	IGKV3-15			28913
HGNC:5817	IGKV3-20			28912
HGNC:5829	IGKV3D-7			28877
HGNC:5823	IGKV3D-11			28876
HGNC:5824	IGKV3D-15			28875
HGNC:5825	IGKV3D-20			28874
HGNC:5830	IGKV3OR2-268	IGKV3/OR2-268	IGKV268	3523
HGNC:5830	IGKV3OR2-268	IGKV3/OR2-268	IGKV3OR2-268A	3523
HGNC:5830	IGKV3OR2-268	IGKV3/OR2-268A	IGKV268	3523
HGNC:5830	IGKV3OR2-268	IGKV3/OR2-268A	IGKV3OR2-268A	3523
HGNC:5834	IGKV4-1	IGKV41		28908
HGNC:5834	IGKV4-1	B3		28908
HGNC:5835	IGKV5-2	IGKV52		28907
HGNC:5835	IGKV5-2	B2		28907
HGNC:5836	IGKV6-21	IGKV621		28906
HGNC:5836	IGKV6-21	A26		28906
HGNC:5837	IGKV6D-21	IGKV6D21		28870
HGNC:5837	IGKV6D-21	A10		28870
HGNC:5838	IGKV6D-41			28869
HGNC:5855	IGLC1		IGLC	3537
HGNC:5856	IGLC2		IGLC	3538
HGNC:5857	IGLC3		IGLC	3539
HGNC:5860	IGLC6		IGLC	3542
HGNC:5861	IGLC7			28834
HGNC:5863	IGLJ1			28833
HGNC:5864	IGLJ2			28832
HGNC:5865	IGLJ3			28831
HGNC:5866	IGLJ4			28830
HGNC:5867	IGLJ5			28829
HGNC:5868	IGLJ6			28828
HGNC:5869	IGLJ7			28827
HGNC:5876	IGLV1-36			28826
HGNC:5877	IGLV1-40			28825
HGNC:5879	IGLV1-44			28823
HGNC:5880	IGLV1-47			28822
HGNC:5881	IGLV1-50			28821
HGNC:5882	IGLV1-51			28820
HGNC:5895	IGLV2-8			28817
HGNC:5887	IGLV2-11			28816
HGNC:5888	IGLV2-14			28815
HGNC:5889	IGLV2-18			28814
HGNC:5890	IGLV2-23			28813
HGNC:5892	IGLV2-33			28811
HGNC:5896	IGLV3-1			28809
HGNC:5918	IGLV3-9			28804
HGNC:5897	IGLV3-10			28803
HGNC:5898	IGLV3-12			28802
HGNC:5901	IGLV3-16			28799
HGNC:5903	IGLV3-19			28797
HGNC:5905	IGLV3-21			28796
HGNC:5906	IGLV3-22			28795
HGNC:5908	IGLV3-25			28793
HGNC:5910	IGLV3-27			28791
HGNC:5914	IGLV3-32			28787
HGNC:5919	IGLV4-3			28786
HGNC:5920	IGLV4-60			28785
HGNC:5921	IGLV4-69			28784
HGNC:5922	IGLV5-37			28783
HGNC:5923	IGLV5-39			28782
HGNC:5924	IGLV5-45			28781
HGNC:5925	IGLV5-48			28780
HGNC:5926	IGLV5-52			28779
HGNC:5927	IGLV6-57			28778
HGNC:5929	IGLV7-43			28776
HGNC:5930	IGLV7-46			28775
HGNC:5931	IGLV8-61			28774
HGNC:5933	IGLV9-49			28773
HGNC:5884	IGLV10-54			28772
HGNC:5886	IGLV11-55			28770
HGNC:41995	INMT-MINDY4		INMT-FAM188B	100526825
HGNC:49199	INO80B-WBP1			100532735
HGNC:33527	INS-IGF2			723961
HGNC:38842	IQCJ-SCHIP1			100505385
HGNC:42969	ISY1-RAB43			100534599
HGNC:34449	JMJD7-PLA2G4B			8681
HGNC:49510	KANTR	Spasm	LINC01155	102723508
HGNC:52413	KDM4F	JMJD2F		100129053
HGNC:48357	KLRC4-KLRK1			100528032
HGNC:18921	KRTAP4-16	KAP4A	KRTAP4P1	85354
HGNC:18921	KRTAP4-16	KAP4A	KRTAP4-16P	85354
HGNC:34002	KRTAP20-4	KAP20.4		100151643
HGNC:39494	LGTN			100529141
HGNC:42800	LINC00452		LINC00453	643365
HGNC:52651	LINC01835			102724279
HGNC:52894	LINC02054			105374250
HGNC:51483	LINC02210-CRHR1			104909134
HGNC:6618	LIPB			3989
HGNC:44370	LMO7DN		C13orf45	729420
HGNC:6661	LOH1CR1			8377
HGNC:6660	LOH19CR1	DBA		8378
HGNC:6668	LPAL1			4019
HGNC:13934	LY6G6E	G6e	C6orf22	79136
HGNC:38828	LY75-CD302			100526664
HGNC:52291	LYNX1-SLURP2			111188157
HGNC:6803	MAGEA5	MGC129526	MAGE5	4104
HGNC:6803	MAGEA5	CT1.5	MAGE5	4104
HGNC:28824	MAGEB6B		MAGEB6P1	392433
HGNC:49760	MCTS2P	psiMCT-1		100101490
HGNC:49760	MCTS2P	MCTS2		100101490
HGNC:29633	MDS2			259283
HGNC:7023	MER5			4228
HGNC:48352	MIA-RAB4B			100529262
HGNC:7088	MIC7			4270
HGNC:7079	MIC12			4273
HGNC:48338	MICOS10-NBL1		MINOS1-NBL1	100532736
HGNC:16159	MIR1-1HG	dJ353C17.1	C20orf166	128826
HGNC:16159	MIR1-1HG	MIR133A2HG	C20orf166	128826
HGNC:49180	MROH7-TTC4			100527960
HGNC:38838	MSANTD3-TMEFF1		C9orf30-TMEFF1	100526694
HGNC:7318	MSBP1			4431
HGNC:7319	MSBP2			4432
HGNC:41994	MSH5-SAPCD1		MSH5-C6orf26	100532732
HGNC:7369	MSK9			4447
HGNC:7332	MSK10			4448
HGNC:7356	MSK32			4467
HGNC:7362	MSK38			4473
HGNC:14170	MSLNL	MPFL	C16orf37	401827
HGNC:7390	MST1L	D1F15S1A	MSTP7	11223
HGNC:7390	MST1L	D1F15S1A	MSTP9	11223
HGNC:7390	MST1L	D1F15S1A	MST1P9	11223
HGNC:7390	MST1L	MSPL7	MSTP7	11223
HGNC:7390	MST1L	MSPL7	MSTP9	11223
HGNC:7390	MST1L	MSPL7	MST1P9	11223
HGNC:7390	MST1L	MSPL-7	MSTP7	11223
HGNC:7390	MST1L	MSPL-7	MSTP9	11223
HGNC:7390	MST1L	MSPL-7	MST1P9	11223
HGNC:7409	MT7SDNA			
HGNC:7416	MTATT			
HGNC:7424	MTCSB1			
HGNC:7425	MTCSB2			
HGNC:7426	MTCSB3			
HGNC:7438	MTHPR			
HGNC:7439	MTHSP1			
HGNC:7440	MTHSP2			
HGNC:7447	MTLSP			
HGNC:7465	MTOHR			
HGNC:7466	MTOLR			
HGNC:37156	MTRNR2L2			100462981
HGNC:37166	MTRNR2L9			100463487
HGNC:37168	MTRNR2L11			100463489
HGNC:37169	MTRNR2L12			100463498
HGNC:37170	MTRNR2L13			100463500
HGNC:7472	MTRNR3			
HGNC:7476	MTTAS			
HGNC:7480	MTTER			
HGNC:7482	MTTFH			
HGNC:7483	MTTFL			
HGNC:7484	MTTFX			
HGNC:7485	MTTFY			
HGNC:7519	MUC8			100129528
HGNC:16911	MYCNOS	NCYM		10408
HGNC:16911	MYCNOS	N-CYM		10408
HGNC:16911	MYCNOS	MYCN-AS1		10408
HGNC:7620	MYSA			4655
HGNC:31989	NBPF7			343505
HGNC:31990	NBPF8		NBPF8P	728841
HGNC:42956	NDUFC2-KCTD14			100532726
HGNC:39551	NEDD8-MDP1			100528064
HGNC:7811	NHCP1			4805
HGNC:33531	NME1-NME2	NM23-LV		654364
HGNC:33531	NME1-NME2	NMELV		654364
HGNC:13392	NPCDR1	NPCR		246734
HGNC:48351	NPHP3-ACAD11			100532724
HGNC:41984	NPIPA9			105376752
HGNC:37451	NPIPB2			729978
HGNC:33832	NPIPB7	LOC440350	NPIPL1	440350
HGNC:37491	NPIPB12			440353
HGNC:7970	NR1I4	CAR2		22817
HGNC:8020	NT3			4877
HGNC:38831	NT5C1B-RDH14			100526794
HGNC:49233	OOSP1			255649
HGNC:13964	OR1F12	hs6M1-35P	OR1F12P	442179
HGNC:13964	OR1F12	OR1F12Q	OR1F12P	442179
HGNC:49191	P2RX5-TAX1BP3			100533970
HGNC:8566	PABX			5043
HGNC:8567	PABY			5044
HGNC:8627	PBG1			5084
HGNC:8663	PCDHA1			56147
HGNC:8668	PCDHA2			56146
HGNC:8669	PCDHA3	PCDH-ALPHA3		56145
HGNC:8670	PCDHA4	CNR1		56144
HGNC:8670	PCDHA4	CRNR1		56144
HGNC:8670	PCDHA4	PCDH-ALPHA4		56144
HGNC:8670	PCDHA4	CNRN1		56144
HGNC:8671	PCDHA5	CNR6	CNRS6	56143
HGNC:8671	PCDHA5	CRNR6	CNRS6	56143
HGNC:8671	PCDHA5	CNRN6	CNRS6	56143
HGNC:8671	PCDHA5	PCDH-ALPHA5	CNRS6	56143
HGNC:8672	PCDHA6	CNR2	CNRS2	56142
HGNC:8672	PCDHA6	CRNR2	CNRS2	56142
HGNC:8672	PCDHA6	PCDH-ALPHA6	CNRS2	56142
HGNC:8673	PCDHA7	CNR4	CNRS4	56141
HGNC:8673	PCDHA7	CRNR4	CNRS4	56141
HGNC:8674	PCDHA8			56140
HGNC:8675	PCDHA9	KIAA0345		9752
HGNC:8675	PCDHA9	PCDH-ALPHA9		9752
HGNC:8664	PCDHA10	CNR8	CNRS8	56139
HGNC:8664	PCDHA10	CRNR8	CNRS8	56139
HGNC:8664	PCDHA10	CNRN8	CNRS8	56139
HGNC:8664	PCDHA10	PCDH-ALPHA10	CNRS8	56139
HGNC:8665	PCDHA11	CNR7	CNRS7	56138
HGNC:8665	PCDHA11	CRNR7	CNRS7	56138
HGNC:8665	PCDHA11	CNRN7	CNRS7	56138
HGNC:8665	PCDHA11	PCDH-ALPHA11	CNRS7	56138
HGNC:8666	PCDHA12	PCDH-ALPHA12		56137
HGNC:8667	PCDHA13	CNR5	CNRS5	56136
HGNC:8667	PCDHA13	CRNR5	CNRS5	56136
HGNC:8667	PCDHA13	CNRN5	CNRS5	56136
HGNC:8667	PCDHA13	PCDH-ALPHA13	CNRS5	56136
HGNC:8676	PCDHAC1			56135
HGNC:8677	PCDHAC2	PCDH-ALPHA-C2		56134
HGNC:8678	PCDHACT	PCDHAC		56119
HGNC:8680	PCDHB1	PCDH-BETA1		29930
HGNC:8687	PCDHB2	PCDH-BETA2		56133
HGNC:8688	PCDHB3	PCDH-BETA3		56132
HGNC:8689	PCDHB4	PCDH-BETA4		56131
HGNC:8690	PCDHB5	DKFZp586B0217		26167
HGNC:8690	PCDHB5	PCDH-BETA5		26167
HGNC:8691	PCDHB6	PCDH-BETA6		56130
HGNC:8692	PCDHB7	PCDH-BETA7		56129
HGNC:8693	PCDHB8	PCDH-BETA8		56128
HGNC:8693	PCDHB8	PCDH3I		56128
HGNC:8694	PCDHB9	PCDH-BETA9		56127
HGNC:8694	PCDHB9	PCDH3H		56127
HGNC:8681	PCDHB10			56126
HGNC:8682	PCDHB11	PCDH-BETA11		56125
HGNC:8682	PCDHB11	ME2		56125
HGNC:8683	PCDHB12	PCDH-BETA12		56124
HGNC:8684	PCDHB13	PCDH-BETA13		56123
HGNC:8685	PCDHB14	PCDH-BETA14		56122
HGNC:8686	PCDHB15	PCDH-BETA15		56121
HGNC:14546	PCDHB16	PCDHB8a		57717
HGNC:14546	PCDHB16	PCDH3X		57717
HGNC:14546	PCDHB16	KIAA1621		57717
HGNC:14546	PCDHB16	PCDH-BETA16		57717
HGNC:14546	PCDHB16	ME1		57717
HGNC:8696	PCDHGA1	PCDH-GAMMA-A1		56114
HGNC:8700	PCDHGA2	PCDH-GAMMA-A2		56113
HGNC:8701	PCDHGA3	PCDH-GAMMA-A3		56112
HGNC:8702	PCDHGA4	PCDH-GAMMA-A4		56111
HGNC:8703	PCDHGA5	CDH-GAMMA-A5		56110
HGNC:8703	PCDHGA5	ME3		56110
HGNC:8703	PCDHGA5	PCDH-GAMMA-A5		56110
HGNC:8704	PCDHGA6	PCDH-GAMMA-A6		56109
HGNC:8705	PCDHGA7	PCDH-GAMMA-A7		56108
HGNC:8706	PCDHGA8	KIAA0327		9708
HGNC:8706	PCDHGA8	PCDH-GAMMA-A8		9708
HGNC:8707	PCDHGA9	PCDH-GAMMA-A9		56107
HGNC:8697	PCDHGA10	PCDH-GAMMA-A10		56106
HGNC:8698	PCDHGA11	PCDH-GAMMA-A11		56105
HGNC:8699	PCDHGA12	KIAA0588	CDH21	26025
HGNC:8699	PCDHGA12	FIB3	CDH21	26025
HGNC:8699	PCDHGA12	PCDH-GAMMA-A12	CDH21	26025
HGNC:8708	PCDHGB1	PCDH-GAMMA-B1		56104
HGNC:8709	PCDHGB2	PCDH-GAMMA-B2		56103
HGNC:8710	PCDHGB3	PCDH-GAMMA-B3		56102
HGNC:8711	PCDHGB4	FIB2		8641
HGNC:8711	PCDHGB4	CDH20		8641
HGNC:8711	PCDHGB4	PCDH-GAMMA-B4		8641
HGNC:8712	PCDHGB5	PCDH-GAMMA-B5		56101
HGNC:8713	PCDHGB6	PCDH-GAMMA-B6		56100
HGNC:8714	PCDHGB7	ME6		56099
HGNC:8714	PCDHGB7	PCDH-GAMMA-B7		56099
HGNC:8716	PCDHGC3	PC-43	PCDH2	5098
HGNC:8716	PCDHGC3	PC43	PCDH2	5098
HGNC:8716	PCDHGC3	PCDH-GAMMA-C3	PCDH2	5098
HGNC:8717	PCDHGC4	PCDH-GAMMA-C4		56098
HGNC:8718	PCDHGC5	PCDH-GAMMA-C5		56097
HGNC:8719	PCDHGCT	PCDHGC		56118
HGNC:39839	PCOTH		C1QTNF9B-AS1	542767
HGNC:8838	PEPB			5182
HGNC:8839	PEPC			5183
HGNC:8841	PEPE			5185
HGNC:14616	PLAC4	MGC126664	C21orf115	191585
HGNC:14616	PLAC4	MGC126666	C21orf115	191585
HGNC:14616	PLAC4	PRED78	C21orf115	191585
HGNC:42953	PMF1-BGLAP			100527963
HGNC:42957	POC1B-GALNT4			100528030
HGNC:33893	POTEA	POTE8	A26A1	340441
HGNC:33893	POTEA	POTE-8	A26A1	340441
HGNC:33893	POTEA	CT104.3	A26A1	340441
HGNC:33526	PPAN-P2RY11			692312
HGNC:48343	PPT2-EGFL8			100532746
HGNC:9333	PQBP4			23685
HGNC:9335	PR@			5541
HGNC:13262	PRAMEF13	OTTHUMG00000008034		400736
HGNC:34393	PRAMEF22	PRAMEF3L		653606
HGNC:34512	PRR5-ARHGAP8			553158
HGNC:33866	PRR21			643905
HGNC:9474	PRSM2			5643
HGNC:37319	PRSS40A	TISP43		150527
HGNC:27164	PRSS40B			646743
HGNC:37326	PRSS47			138652
HGNC:9499	PSBP1			5661
HGNC:44749	PTGER4P2-CDK2AP2P2			442421
HGNC:43946	PTGES3L-AARSD1			100885850
HGNC:9686	PTPRZ2	HTPZP2		5804
HGNC:9686	PTPRZ2	PTPRZ		5804
HGNC:44465	RAB4B-EGLN2	RERT-lncRNA		100529264
HGNC:21234	RAMACL	dJ427A4.2	C6orf119	353267
HGNC:21234	RAMACL	dJ427A4.2	FAM103A2P	353267
HGNC:21234	RAMACL	dJ427A4.2	RAMMETL	353267
HGNC:42971	RBAK-RBAKDN			100533952
HGNC:38840	RBM14-RBM4			100526737
HGNC:9914	RBMY1C			5942
HGNC:44419	RNASEK-C17orf49			100529209
HGNC:38847	RNF103-CHMP3		RNF103-VPS24	100526767
HGNC:44661	RPL17-C18orf32			100526842
HGNC:48349	RPL36A-HNRNPH2			100529097
HGNC:49181	RPS10-NUDT3			100529239
HGNC:36809	RPSAP58			388524
HGNC:44095	RTEL1-TNFRSF6B			100533107
HGNC:10509	S7	SA7-2		6264
HGNC:10505	S11			6267
HGNC:10506	S12			6268
HGNC:21655	S100A7L2	s100a7b		645922
HGNC:10512	SAA@	SAA		6287
HGNC:39550	SAA2-SAA4			100528017
HGNC:32411	SCART1	CD163c-alpha		619207
HGNC:10695	SEA			6395
HGNC:53890	SEC22B2			100996716
HGNC:53891	SEC22B3			100996517
HGNC:49182	SENP3-EIF4A1			100533955
HGNC:44437	SLX1A-SULT1A3			100526830
HGNC:48353	SLX1B-SULT1A4			100526831
HGNC:50328	SMIM25	GCRL1	LINC01272	100506115
HGNC:52275	SMPD5	MA-nSMase		392275
HGNC:27846	SPATA31C1	FLJ36055	FAM75C1	441452
HGNC:24508	SPATA31C2	DKFZP434M131	FAM75C2	645961
HGNC:51507	SPDYE11			100996746
HGNC:51513	SPDYE17			102723849
HGNC:51514	SPDYE18			100505767
HGNC:49185	SPECC1L-ADORA2A			101730217
HGNC:43621	SSU72P2			390031
HGNC:43622	SSU72P3			143506
HGNC:43623	SSU72P4			441584
HGNC:43624	SSU72P5			196120
HGNC:43626	SSU72P7			390033
HGNC:43627	SSU72P8			136157
HGNC:18835	ST7-OT4	NCRNA00042	ST7OT4	338069
HGNC:44655	ST20-MTHFS			100528021
HGNC:48898	STAG3L5P-PVRIG2P-PILRB			101752399
HGNC:38834	STIMATE-MUSTN1		TMEM110-MUSTN1	100526772
HGNC:30651	STON1-GTF2A1L	SALF		286749
HGNC:41993	STX16-NPEPL1			100534593
HGNC:53834	SUGT1P4-STRA6LP			100499484
HGNC:53835	SUGT1P4-STRA6LP-CCDC180			57653
HGNC:31797	SUPT20HL2		FAM48B2	170067
HGNC:48350	SYNJ2BP-COX16			100529257
HGNC:33535	SYS1-DBNDD2			767557
HGNC:53838	TAF11L1			285697
HGNC:53845	TAF11L2			391742
HGNC:53846	TAF11L3			646103
HGNC:53847	TAF11L4			391746
HGNC:53848	TAF11L5			646066
HGNC:53849	TAF11L6			391747
HGNC:53850	TAF11L7			112488736
HGNC:53851	TAF11L8			112488737
HGNC:53852	TAF11L9			112488745
HGNC:53853	TAF11L10			112488738
HGNC:53854	TAF11L11			112488746
HGNC:53855	TAF11L12			112488739
HGNC:53856	TAF11L13			112488747
HGNC:53857	TAF11L14			112488740
HGNC:19110	TAS2R22	T2R22		266661
HGNC:19114	TAS2R33	T2R33		266665
HGNC:19115	TAS2R36	T2R36		266666
HGNC:19116	TAS2R37	T2R37		266667
HGNC:51247	TBC1D3J			100510707
HGNC:42362	TBC1D3P1-DHX40P1			653645
HGNC:11607	TBXA1R			6914
HGNC:53641	TCAF2C			100533814
HGNC:11650	TCL4			6946
HGNC:43642	TDRG1	LINC00532		732253
HGNC:43642	TDRG1	lincRNA-NR_024015		732253
HGNC:44420	TEN1-CDK3			100529145
HGNC:44664	TGIF2-RAB5IF		TGIF2-C20orf24	100527943
HGNC:45009	TIMM23B-AGAP6		LINC00843	113218477
HGNC:49388	TLCD4-RWDD3		TMEM56-RWDD3	100527978
HGNC:49190	TM4SF19-TCTEX1D2			100534611
HGNC:33945	TMED7-TICAM2			100302736
HGNC:32295	TMEM75	FLJ36105		641384
HGNC:28305	TMEM99	MGC21518		147184
HGNC:33205	TMEM183B	C1orf37-DUP		653659
HGNC:33521	TMEM189-UBE2V1	Kua-UEV		387522
HGNC:33521	TMEM189-UBE2V1	CROC-1B		387522
HGNC:44356	TMEM238L		LINC00675	100289255
HGNC:49186	TMEM256-PLSCR3			100529211
HGNC:41992	TMX2-CTNND1			100528016
HGNC:33537	TNFSF12-TNFSF13	TWE-PRIL		407977
HGNC:11961	TNRC17	CAGL234		27321
HGNC:53829	TPTEP2-CSNK1E			102800317
HGNC:12029	TRAC			28755
HGNC:12037	TRAJ1			28754
HGNC:12048	TRAJ2			28753
HGNC:12059	TRAJ3			28752
HGNC:12070	TRAJ4			28751
HGNC:12081	TRAJ5			28750
HGNC:12092	TRAJ6			28749
HGNC:12095	TRAJ7			28748
HGNC:12096	TRAJ8			28747
HGNC:12097	TRAJ9			28746
HGNC:12038	TRAJ10			28745
HGNC:12039	TRAJ11			28744
HGNC:12040	TRAJ12			28743
HGNC:12041	TRAJ13			28742
HGNC:12042	TRAJ14			28741
HGNC:12043	TRAJ15			28740
HGNC:12044	TRAJ16			28739
HGNC:12045	TRAJ17			28738
HGNC:12046	TRAJ18			28737
HGNC:12047	TRAJ19			28736
HGNC:12049	TRAJ20			28735
HGNC:12050	TRAJ21			28734
HGNC:12051	TRAJ22			28733
HGNC:12052	TRAJ23			28732
HGNC:12053	TRAJ24			28731
HGNC:12054	TRAJ25			28730
HGNC:12055	TRAJ26			28729
HGNC:12056	TRAJ27			28728
HGNC:12057	TRAJ28			28727
HGNC:12058	TRAJ29			28726
HGNC:12060	TRAJ30			28725
HGNC:12061	TRAJ31			28724
HGNC:12062	TRAJ32			28723
HGNC:12063	TRAJ33			28722
HGNC:12064	TRAJ34			28721
HGNC:12065	TRAJ35			28720
HGNC:12066	TRAJ36			28719
HGNC:12067	TRAJ37			28718
HGNC:12068	TRAJ38			28717
HGNC:12069	TRAJ39			28716
HGNC:12071	TRAJ40			28715
HGNC:12072	TRAJ41			28714
HGNC:12073	TRAJ42			28713
HGNC:12074	TRAJ43			28712
HGNC:12075	TRAJ44			28711
HGNC:12076	TRAJ45			28710
HGNC:12077	TRAJ46			28709
HGNC:12078	TRAJ47			28708
HGNC:12079	TRAJ48			28707
HGNC:12080	TRAJ49			28706
HGNC:12082	TRAJ50			28705
HGNC:12084	TRAJ52			28703
HGNC:12085	TRAJ53			28702
HGNC:12086	TRAJ54			28701
HGNC:12088	TRAJ56			28699
HGNC:12089	TRAJ57			28698
HGNC:12090	TRAJ58			28697
HGNC:12091	TRAJ59			28696
HGNC:12094	TRAJ61			28694
HGNC:12101	TRAV1-1	TRAV11		28693
HGNC:12101	TRAV1-1	TCRAV1S1		28693
HGNC:12101	TRAV1-1	TCRAV7S1		28693
HGNC:12102	TRAV1-2			28692
HGNC:12116	TRAV2			28691
HGNC:12128	TRAV3			28690
HGNC:12140	TRAV4	TCRAV20S1		28689
HGNC:12140	TRAV4	TCRAV4S1		28689
HGNC:12143	TRAV5			28688
HGNC:12144	TRAV6		TCRAV5S1	6956
HGNC:12145	TRAV7			28686
HGNC:12146	TRAV8-1			28685
HGNC:12147	TRAV8-2			28684
HGNC:12148	TRAV8-3			28683
HGNC:12149	TRAV8-4			28682
HGNC:12151	TRAV8-6			28680
HGNC:12152	TRAV8-7			28679
HGNC:12153	TRAV9-1			28678
HGNC:12154	TRAV9-2			28677
HGNC:12103	TRAV10	TCRAV10S1		28676
HGNC:12103	TRAV10	TCRAV24S1		28676
HGNC:12105	TRAV12-1			28674
HGNC:12106	TRAV12-2			28673
HGNC:12107	TRAV12-3	TRAV123		28672
HGNC:12107	TRAV12-3	TCRAV2S2		28672
HGNC:12107	TRAV12-3	TCRAV12S3		28672
HGNC:12108	TRAV13-1			28671
HGNC:12109	TRAV13-2			28670
HGNC:12110	TRAV14DV4	TRAV14/DV4		28669
HGNC:12110	TRAV14DV4	TCRAV6S1-hDV104S1		28669
HGNC:12110	TRAV14DV4	hADV14S1		28669
HGNC:12112	TRAV16	TCRAV16S1		28667
HGNC:12112	TRAV16	TCRAV9S1		28667
HGNC:12113	TRAV17	TCRAV17S1		28666
HGNC:12113	TRAV17	TCRAV3S1		28666
HGNC:12114	TRAV18	TCRAV18S1		28665
HGNC:12115	TRAV19	TCRAV12S1		28664
HGNC:12115	TRAV19	TCRAV19S1		28664
HGNC:12117	TRAV20			28663
HGNC:12118	TRAV21			28662
HGNC:12119	TRAV22	TCRAV13S1		28661
HGNC:12119	TRAV22	TCRAV22S1		28661
HGNC:12120	TRAV23DV6	TRAV23/DV6		28660
HGNC:12120	TRAV23DV6	TCRAV17S1		28660
HGNC:12121	TRAV24			28659
HGNC:12122	TRAV25	TCRAV25S1		28658
HGNC:12122	TRAV25	TCRAV32S1		28658
HGNC:12123	TRAV26-1			28657
HGNC:12124	TRAV26-2	TRAV262		28656
HGNC:12124	TRAV26-2	TCRAV4S1		28656
HGNC:12124	TRAV26-2	TCRAV26S2		28656
HGNC:12125	TRAV27			28655
HGNC:12127	TRAV29DV5	TRAV29/DV5		28653
HGNC:12129	TRAV30			28652
HGNC:12133	TRAV34	TCRAV26S1		28648
HGNC:12133	TRAV34	TCRAV34S1		28648
HGNC:12134	TRAV35	TCRAV25S1		28647
HGNC:12134	TRAV35	TCRAV35S1		28647
HGNC:12135	TRAV36DV7	TRAV36/DV7		28646
HGNC:12137	TRAV38-1	TRAV381		28644
HGNC:12137	TRAV38-1	TCRAV14S2		28644
HGNC:12137	TRAV38-1	TCRAV38S1		28644
HGNC:12138	TRAV38-2DV8	TRAV38-2/DV8		28643
HGNC:12138	TRAV38-2DV8	TRAV382DV8		28643
HGNC:12138	TRAV38-2DV8	TCRAV14S1		28643
HGNC:12138	TRAV38-2DV8	hADV38S2		28643
HGNC:12139	TRAV39	TCRAV27S1		28642
HGNC:12139	TRAV39	TCRAV39S1		28642
HGNC:12141	TRAV40	TCRAV31S1		28641
HGNC:12141	TRAV40	TCRAV40S1		28641
HGNC:12142	TRAV41	TCRAV19S1		28640
HGNC:12142	TRAV41	TCRAV41S1		28640
HGNC:12156	TRBC1	TCRBC1		28639
HGNC:12156	TRBC1	BV05S1J2.2		28639
HGNC:12157	TRBC2	TCRBC2		28638
HGNC:12158	TRBD1	TCRBD1		28637
HGNC:12159	TRBD2	TCRBD2		28636
HGNC:12162	TRBJ1-1	TRBJ11		28635
HGNC:12162	TRBJ1-1	TCRBJ1S1		28635
HGNC:12163	TRBJ1-2	TRBJ12		28634
HGNC:12163	TRBJ1-2	TCRBJ1S2		28634
HGNC:12164	TRBJ1-3	TRBJ13		28633
HGNC:12164	TRBJ1-3	TCRBJ1S3		28633
HGNC:12165	TRBJ1-4	TRBJ14		28632
HGNC:12165	TRBJ1-4	TCRBJ1S4		28632
HGNC:12166	TRBJ1-5	TRBJ15		28631
HGNC:12166	TRBJ1-5	TCRBJ1S5		28631
HGNC:12167	TRBJ1-6	TRBJ16		28630
HGNC:12167	TRBJ1-6	TCRBJ1S6		28630
HGNC:12168	TRBJ2-1	TRBJ21		28629
HGNC:12168	TRBJ2-1	TCRBJ2S1		28629
HGNC:12169	TRBJ2-2	TRBJ22		28628
HGNC:12169	TRBJ2-2	TCRBJ2S2		28628
HGNC:12170	TRBJ2-2P	TRBJ22P		28627
HGNC:12171	TRBJ2-3	TRBJ23		28626
HGNC:12171	TRBJ2-3	TCRBJ2S3		28626
HGNC:12172	TRBJ2-4	TRBJ24		28625
HGNC:12172	TRBJ2-4	TCRBJ2S4		28625
HGNC:12173	TRBJ2-5	TRBJ25		28624
HGNC:12173	TRBJ2-5	TCRBJ2S5		28624
HGNC:12174	TRBJ2-6	TRBJ26		28623
HGNC:12174	TRBJ2-6	TCRBJ2S6		28623
HGNC:12175	TRBJ2-7	TRBJ27		28622
