GENE	gain_p_value	gain_fdr	loss_p_value	loss_fdr	gain_sample_prop	normal_sample_prop	loss_sample_prop	gain_exp_mean	normal_exp_mean	loss_exp_mean	gain_vs_rest_exp_diff	loss_vs_exp_diff
PSMF1	8.53016815549622e-45	4.00735113990705e-42	2.87163078910285e-36	1.50532191251494e-34	0.409420289855072	0.384057971014493	0.206521739130435	12.0307539823009	11.4646094339623	10.9222596491228	0.755800608067757	-0.834470031242489
CSNK2A1	3.49092120010002e-43	1.34443833068524e-40	2.96988706030545e-33	1.16102449230416e-31	0.409420289855072	0.384057971014493	0.206521739130435	11.072103539823	10.4802754716981	9.94591052631579	0.778691883381292	-0.83973741888969
CHMP7	2.51867787558058e-42	7.20232364682324e-40	4.60964637457225e-56	4.76042343384511e-53	0.206521739130435	0.340579710144928	0.452898550724638	10.3825140350877	10.0929446808511	9.2671376	0.760920427781784	-0.935114717880795
NSFL1C	2.86103071350846e-41	6.06999967830488e-39	3.73704362484972e-31	1.27696164751347e-29	0.409420289855072	0.384057971014493	0.206521739130435	11.0713867256637	10.5623962264151	9.86401052631579	0.753211265541017	-0.961015501081471
MCPH1	4.78767197595326e-41	9.54197532904382e-39	5.34022499833253e-62	2.46344579173079e-58	0.221014492753623	0.351449275362319	0.427536231884058	9.02730983606557	8.64285257731959	7.80453305084746	0.844558208158597	-0.986749227633555
VPS37A	9.48445712374376e-41	1.83468454420184e-38	4.03834714397283e-53	2.06987726390519e-50	0.206521739130435	0.333333333333333	0.460144927536232	9.61699649122807	9.20212934782609	8.49404881889764	0.825489185291998	-0.866788093854041
PTPRA	2.12356707662191e-39	3.40651235681519e-37	5.12516249513323e-29	1.44160820671034e-27	0.41304347826087	0.384057971014493	0.202898550724638	11.2045026315789	10.5905726415094	10.0510767857143	0.800422384665367	-0.857623214285715
TBC1D20	1.06891485666386e-37	1.2554023236211e-35	1.83926870513361e-25	3.80472938869119e-24	0.409420289855072	0.384057971014493	0.206521739130435	10.2750132743363	9.78709150943396	9.20281578947368	0.692239041207449	-0.836034438836819
INTS9	3.54996241897248e-36	3.01659077658922e-34	2.24862628054941e-54	1.48184471888206e-51	0.228260869565217	0.340579710144928	0.431159420289855	9.13058253968254	8.73259361702128	8.0163025210084	0.79817033310977	-0.875993657335545
VPS16	2.46685409258732e-35	1.80272215188298e-33	1.91808898609605e-24	3.53925779714444e-23	0.41304347826087	0.384057971014493	0.202898550724638	10.0444596491228	9.48370566037736	8.9844625	0.73333187134503	-0.789815681818183
CCDC25	6.55706228211071e-35	4.63718264832711e-33	9.23716293369502e-58	1.42036775377117e-54	0.213768115942029	0.351449275362319	0.434782608695652	10.2229033898305	9.77695257731959	9.01644	0.866510763102397	-0.929173461538463
ZCCHC3	1.05046348871574e-34	7.19676913050355e-33	5.22943705694081e-21	6.4501051186278e-20	0.409420289855072	0.384057971014493	0.206521739130435	9.66154690265487	8.9727179245283	8.63773684210526	0.805969602041371	-0.690404253785147
DCTN6	1.47423415146115e-33	9.23432191824763e-32	8.77004428302492e-48	1.83891883079973e-45	0.239130434782609	0.351449275362319	0.409420289855072	9.39746515151515	8.92767731958763	8.18042389380531	0.871881341991342	-0.937474265703893
ELP3	1.9478394479124e-33	1.19728411672148e-31	3.28183189609724e-58	7.56954526834829e-55	0.22463768115942	0.347826086956522	0.427536231884058	9.91074516129032	9.52419270833333	8.75461186440678	0.810900768766958	-0.921265983694486
UBOX5	2.65498202418928e-33	1.60200153881586e-31	6.05233741238625e-24	1.06157537959459e-22	0.41304347826087	0.384057971014493	0.202898550724638	8.67830438596491	8.07962075471698	7.62555178571429	0.755645743989604	-0.764295941558442
XPO7	5.73421882273224e-33	3.36731760688482e-31	6.02437734762869e-54	3.47380658807639e-51	0.206521739130435	0.340579710144928	0.452898550724638	11.157398245614	10.7422425531915	10.0863992	0.789495505888008	-0.812557753642384
MKKS	1.12328894484687e-32	6.3144199916734e-31	7.0262794063716e-21	8.5071461683969e-20	0.402173913043478	0.394927536231884	0.202898550724638	10.4882882882883	9.9127752293578	9.40708571428571	0.747141015561015	-0.796062012987013
DDRGK1	1.79283701175675e-32	9.78131125688157e-31	5.11982498285736e-33	1.98468509629588e-31	0.41304347826087	0.384057971014493	0.202898550724638	10.6394666666667	10.1587235849057	9.41261785714286	0.738656172839507	-0.995218051948052
STK35	1.86905574723843e-32	1.00760488931042e-30	7.2890057537309e-27	1.73320533721447e-25	0.409420289855072	0.384057971014493	0.206521739130435	10.6861389380531	10.084841509434	9.55877719298246	0.785258569954939	-0.836322807017543
TRIM35	5.01355817007203e-32	2.57610719410654e-30	1.58154529972663e-38	1.08890574143865e-36	0.210144927536232	0.355072463768116	0.434782608695652	9.1209	8.80230510204082	8.22811333333333	0.634663761467891	-0.692643717948718
PROSC	1.31210947634568e-31	6.20844893951478e-30	2.21615080691329e-27	5.52600198502216e-26	0.347826086956522	0.41304347826087	0.239130434782609	10.845190625	10.313098245614	9.64241363636364	0.778010069444445	-0.913926839826839
PPP2CB	2.17645490054214e-31	9.87209922818322e-30	4.92931712709177e-39	3.66757095278618e-37	0.235507246376812	0.36231884057971	0.402173913043478	11.0482353846154	10.658073	10.0159594594595	0.727956711629602	-0.795813873873874
FKBP1A	3.48201599068475e-31	1.5579060660363e-29	5.58586981406605e-18	4.66804663990701e-17	0.409420289855072	0.384057971014493	0.206521739130435	12.3655672566372	11.7907358490566	11.4295298245614	0.701142716759868	-0.657808531602981
MAK16	2.2353231084902e-30	9.01946017456446e-29	4.58287902077121e-38	3.06388709026342e-36	0.246376811594203	0.369565217391304	0.384057971014493	9.54403235294118	9.02831568627451	8.40176509433962	0.835016487556562	-0.832837258601554
ZNF343	1.03444831359455e-29	3.91009572328239e-28	9.78852867504406e-20	1.02857591749381e-18	0.409420289855072	0.384057971014493	0.206521739130435	8.5425610619469	7.86237735849057	7.52867543859649	0.796877012867148	-0.684664287430906
IDH3B	3.41909451860103e-29	1.2221404700456e-27	1.02367267687788e-18	9.44440411687528e-18	0.409420289855072	0.384057971014493	0.206521739130435	11.1168690265487	10.590241509434	10.041401754386	0.718553075628426	-0.820569935111751
FASTKD5	3.49365248733421e-29	1.24204067076741e-27	1.52054480705093e-26	3.50713659746297e-25	0.41304347826087	0.384057971014493	0.202898550724638	9.29305087719298	8.83368962264151	8.11859821428571	0.706553346328784	-0.953124058441558
PCM1	4.15854381444177e-29	1.45482673763742e-27	2.84681954124303e-52	1.09436487864617e-49	0.206521739130435	0.333333333333333	0.460144927536232	11.3863561403509	11.005202173913	10.231642519685	0.829747921172794	-0.919370231992813
CENPB	6.47434673838649e-29	2.21780096345666e-27	1.78281470681937e-19	1.79566031496894e-18	0.409420289855072	0.38768115942029	0.202898550724638	11.5547504424779	11.0474542056075	10.5222946428571	0.687719154134319	-0.785725357142859
CNOT7	1.39316124685228e-28	4.55861767191414e-27	3.03895435814213e-51	1.07836126570074e-48	0.206521739130435	0.333333333333333	0.460144927536232	10.8840298245614	10.4709391304348	9.78295748031496	0.812057221821679	-0.846009633779
LEPROTL1	1.76694105718369e-28	5.69665261426331e-27	1.06160632612494e-45	1.68868620083253e-43	0.239130434782609	0.351449275362319	0.409420289855072	10.3523560606061	9.95640618556701	9.2523221238938	0.774814155844156	-0.864407323958956
BRF2	9.05017458845043e-28	2.66919274745464e-26	2.68615832098352e-27	6.59108953973245e-26	0.351449275362319	0.416666666666667	0.231884057971014	8.77916701030928	8.31678695652174	7.6169453125	0.712602764499222	-0.911402329009434
ASH2L	9.78368411022971e-28	2.87264689254379e-26	2.45569525979942e-24	4.4598906430924e-23	0.36231884057971	0.427536231884058	0.210144927536232	10.186883	9.77400084745763	9.12183448275862	0.627800613636364	-0.841561847516608
ERLIN2	1.29185435159359e-27	3.74296302662161e-26	1.66282002444779e-23	2.7200669407013e-22	0.351449275362319	0.41304347826087	0.235507246376812	11.0861010309278	10.6522052631579	9.93752461538462	0.693416673385936	-0.914149318264673
FUT10	1.39766848803163e-27	4.03178317797545e-26	3.10565477839279e-47	5.73055419709038e-45	0.246376811594203	0.369565217391304	0.384057971014493	7.86129117647059	7.48727156862745	6.50632169811321	0.873926753393665	-1.1305577136515
CDS2	2.11033920880965e-27	6.00852856118661e-26	9.21422696449506e-16	5.83863035538678e-15	0.41304347826087	0.384057971014493	0.202898550724638	9.68191842105263	9.12952075471698	8.6528	0.717190025990904	-0.762963181818183
FAM110A	9.1450727467378e-27	2.47519108869525e-25	1.81819274753016e-21	2.36262623784694e-20	0.409420289855072	0.384057971014493	0.206521739130435	8.74842389380531	8.23335094339623	7.67808596491228	0.709245366197948	-0.82103321316991
PPP2R2A	3.04222495774372e-26	7.72537202589978e-25	3.85627795701766e-49	1.11181313848265e-46	0.210144927536232	0.351449275362319	0.438405797101449	10.6158034482759	10.2635494845361	9.43495537190083	0.812161705156596	-0.960405273260463
TMEM66	4.06263935494392e-26	1.01212041808584e-24	7.15981029516205e-42	6.88087601907969e-40	0.239130434782609	0.351449275362319	0.409420289855072	12.5005348484848	12.0879587628866	11.3193345132743	0.826169134199134	-0.935679597155112
LSM1	4.49236350898315e-26	1.11495376598423e-24	1.9069184570566e-23	3.07573945538534e-22	0.365942028985507	0.423913043478261	0.210144927536232	9.48473267326733	9.05789572649573	8.45280689655172	0.627380673267327	-0.802843562163872
SNRPB	4.82900516803378e-26	1.18952685356398e-24	1.09655152539818e-14	6.07249962384372e-14	0.409420289855072	0.384057971014493	0.206521739130435	12.8567681415929	12.2325924528302	11.842901754386	0.760447896194147	-0.711753953376592
INTS10	5.70946736640903e-26	1.39078395810638e-24	4.09142158559131e-55	3.14562129572212e-52	0.202898550724638	0.329710144927536	0.467391304347826	10.9354785714286	10.491343956044	9.65903565891473	0.932169935064936	-1.00150243632337
ASAH1	1.04044261205778e-25	2.45268496756416e-24	4.58628473424744e-31	1.53308199123793e-29	0.206521739130435	0.329710144927536	0.463768115942029	11.7788754385965	11.4038516483516	10.77493125	0.742611968276858	-0.773355236486486
KIAA1967	2.49864273013034e-25	5.72598370594679e-24	5.15979127882626e-56	4.76042343384511e-53	0.206521739130435	0.340579710144928	0.452898550724638	11.7235824561404	11.4259042553191	10.6619272	0.733738163902908	-0.87634564768212
R3HCC1	2.72428374402019e-25	6.19986649979959e-24	2.32383722484962e-50	7.14657407882088e-48	0.210144927536232	0.340579710144928	0.449275362318841	9.58908793103448	9.26491276595745	8.48508225806452	0.767748481493198	-0.903528926146011
ITPA	6.61977084340942e-25	1.42281806657202e-23	1.29482096217868e-19	1.32146218994032e-18	0.41304347826087	0.384057971014493	0.202898550724638	10.4136912280702	9.9021358490566	9.33827142857143	0.706471474983756	-0.828943116883117
GTF2E2	8.39358046258978e-25	1.77506683930717e-23	1.08276215911458e-48	2.77487879999752e-46	0.235507246376812	0.358695652173913	0.405797101449275	10.08198	9.65146060606061	8.88723125	0.836176682464455	-0.934862042682928
NEIL2	1.02941595259587e-24	2.14255339247564e-23	8.5666404956686e-41	7.45620992575835e-39	0.210144927536232	0.358695652173913	0.431159420289855	9.16202413793103	8.60168181818182	7.74618235294118	1.02733514710535	-1.06250490820532
RAB11FIP1	3.50922032856359e-24	7.05814743148708e-23	2.31794737257375e-19	2.32449809340928e-18	0.351449275362319	0.416666666666667	0.231884057971014	12.9569536082474	12.3458434782609	11.6101203125	0.874161988135691	-1.01533487617925
TNKS	4.22302543432303e-24	8.44220008557525e-23	9.81322091234754e-39	7.1854584235967e-37	0.217391304347826	0.344202898550725	0.438405797101449	10.2720816666667	9.85729684210526	9.2270347107438	0.767848333333333	-0.790823998933618
TNFRSF10B	5.1777150524262e-24	1.0226375945888e-22	1.38287395612334e-43	1.67873619989394e-41	0.206521739130435	0.340579710144928	0.452898550724638	11.5296298245614	11.1594659574468	10.3069264	0.856773203556838	-0.992270288741722
POLR3D	5.41648481220956e-24	1.06340957044484e-22	1.75344825791342e-48	4.25718779671296e-46	0.206521739130435	0.340579710144928	0.452898550724638	9.2012701754386	8.9106414893617	8.1683384	0.714317664023071	-0.852010606622517
NOP56	6.24056876338878e-24	1.21432605789373e-22	9.64973109750642e-24	1.61283367944917e-22	0.409420289855072	0.384057971014493	0.206521739130435	12.0860814159292	11.5444443396226	11.0056421052632	0.730052581573377	-0.818277072819035
GSR	1.5396639593656e-23	2.88500565833264e-22	4.91423542091948e-47	8.71898769103906e-45	0.235507246376812	0.358695652173913	0.405797101449275	11.0799046153846	10.6836191919192	9.65623214285714	0.941628312067079	-1.18445139372822
WRN	2.17571496684358e-23	4.01957228565455e-22	1.60234467660177e-30	5.16896223298179e-29	0.235507246376812	0.358695652173913	0.405797101449275	8.92315846153846	8.36102727272727	7.71687142857143	0.904052774334669	-0.866951742160278
ATP6V1B2	8.12383630183193e-23	1.43245231520506e-21	5.18185969911434e-36	2.68583357213645e-34	0.202898550724638	0.329710144927536	0.467391304347826	11.3661875	11.1025615384615	10.3341953488372	0.714167954545456	-0.868795127353268
RBCK1	9.28989627858569e-23	1.62499063362389e-21	7.81818217034337e-17	5.66173851676515e-16	0.409420289855072	0.384057971014493	0.206521739130435	11.928807079646	11.4310867924528	10.9450771929825	0.667674564308596	-0.742824176880557
TM2D2	1.02834503582226e-22	1.77984876331658e-21	3.95490071550956e-18	3.37851055567511e-17	0.373188405797101	0.420289855072464	0.206521739130435	9.98630194174757	9.56602586206897	9.00148947368421	0.606279398394973	-0.762200480653688
ERI1	1.07008284749176e-22	1.84239133192495e-21	1.3512015042767e-52	5.66644776293491e-50	0.213768115942029	0.344202898550725	0.442028985507246	9.09817288135593	8.81048315789474	7.90050491803279	0.799290392876669	-1.02019703001916
ERICH1	1.10997249119642e-22	1.90111694651012e-21	4.03641764709596e-31	1.35912369387253e-29	0.231884057971014	0.355072463768116	0.41304347826087	8.7521078125	8.40028265306122	7.78982368421053	0.680090831367925	-0.749451624431449
MRPS26	1.23034847683017e-22	2.09637355754198e-21	1.20954771061579e-17	9.67009287533905e-17	0.41304347826087	0.384057971014493	0.202898550724638	10.3743570175439	9.86814339622642	9.29303392857143	0.70501689408707	-0.837420162337661
SLC39A14	3.38026317217281e-22	5.65699513572024e-21	1.59697791169768e-25	3.31840500300063e-24	0.206521739130435	0.340579710144928	0.452898550724638	12.2906684210526	11.7223840425532	11.1969616	0.868183032924778	-0.739940386754967
DDHD2	3.43908114283331e-22	5.72628776618094e-21	4.7796154787772e-15	2.78037404837317e-14	0.373188405797101	0.420289855072464	0.206521739130435	9.59182912621359	9.12564482758621	8.59649298245614	0.640529126213593	-0.748407474164864
FBXO25	7.1678015554193e-22	1.16689680272259e-20	2.8216638127705e-42	2.82963808006746e-40	0.231884057971014	0.355072463768116	0.41304347826087	9.396375	9.07840306122449	8.25427719298246	0.761133962264152	-0.949744411955814
TNFRSF10A	1.33796677983085e-21	2.14629451486524e-20	4.98675466066627e-40	4.10783915172384e-38	0.206521739130435	0.340579710144928	0.452898550724638	8.41801754385965	8.11285106382979	7.1553168	0.851704301850517	-1.07272955761589
C20orf27	1.46904871484778e-21	2.33380033757339e-20	8.87447412226104e-17	6.38657552667554e-16	0.409420289855072	0.38768115942029	0.202898550724638	10.4322044247788	9.8443785046729	9.39283214285714	0.742958412508822	-0.753475129870129
BAG4	2.72355700080195e-21	4.25483002239298e-20	2.65721100615131e-16	1.80260505461412e-15	0.373188405797101	0.423913043478261	0.202898550724638	7.60522427184466	7.12011196581197	6.29126785714286	0.753408664908244	-1.05596487012987
BIN3	4.57895707967558e-21	6.95515028014464e-20	9.22547866868725e-49	2.50336077050908e-46	0.206521739130435	0.340579710144928	0.452898550724638	9.51340526315789	9.21365957446809	8.3983768	0.76508973804374	-0.928431809271524
AGPAT5	5.23716281318595e-20	7.43948592274817e-19	2.26446480872565e-43	2.54779906406132e-41	0.221014492753623	0.351449275362319	0.427536231884058	10.8138098360656	10.378775257732	9.56713220338983	0.880494487228365	-0.97959944217979
UBXN8	2.60331795761016e-19	3.47901562494375e-18	1.00820168345102e-36	5.81354295719946e-35	0.235507246376812	0.36231884057971	0.402173913043478	8.25663538461538	7.690046	6.7880981981982	1.04107377324098	-1.12514968058968
KCTD9	3.54496464671405e-19	4.71014797604814e-18	1.17431599196171e-38	8.46390444555365e-37	0.210144927536232	0.351449275362319	0.438405797101449	9.56668103448276	9.29160412371134	8.50439917355372	0.712011768427713	-0.890136955478539
SRXN1	4.19060862612575e-19	5.49036512630061e-18	3.55455300573775e-20	3.93519056477427e-19	0.409420289855072	0.384057971014493	0.206521739130435	10.4674699115044	10.0232839622642	9.45030175438596	0.644553960584179	-0.802174044700793
PINX1	4.73417942188165e-19	6.19019842101701e-18	4.31720035183836e-35	1.99152452230304e-33	0.217391304347826	0.355072463768116	0.427536231884058	7.96285166666667	7.42751632653061	6.70024576271186	0.932640555555555	-0.930562465136237
C20orf96	1.00697477225361e-18	1.27362943790615e-17	5.07250864060236e-12	2.10237936739431e-11	0.409420289855072	0.384057971014493	0.206521739130435	8.04894159292035	7.44389245283019	7.07069473684211	0.735553862859004	-0.685392021148762
ENTPD4	4.44036183603854e-18	5.32924448825282e-17	1.06051274677421e-33	4.29135552707843e-32	0.210144927536232	0.344202898550725	0.445652173913043	9.23358103448276	8.89416105263158	8.10345121951219	0.785554428978172	-0.919378845847282
SH2D4A	3.07895375192297e-17	3.40913784956185e-16	2.02710552748131e-39	1.55850629971188e-37	0.206521739130435	0.326086956521739	0.467391304347826	9.83759824561404	9.43840777777778	8.57471317829457	0.907942081230473	-1.01848274007277
MTMR7	5.33180460439059e-17	5.78667968367606e-16	5.94592904675805e-19	5.6091146610828e-18	0.206521739130435	0.333333333333333	0.460144927536232	4.91103859649123	4.46104673913043	3.9217874015748	0.762713025714973	-0.711403873592982
REEP4	5.82644448606453e-17	6.2820533417781e-16	2.1131205792143e-37	1.31174372508365e-35	0.206521739130435	0.340579710144928	0.452898550724638	10.0839456140351	9.79620638297872	9.0097216	0.736646070656093	-0.895101578807946
PPAPDC1B	6.68812616255189e-17	7.16413774773677e-16	1.51930583907262e-17	1.19599963065563e-16	0.369565217391304	0.420289855072464	0.210144927536232	9.73403431372549	9.37346120689655	8.49492068965517	0.653419945909398	-1.04724903511547
TMX4	9.48506802705036e-17	1.01107443134376e-15	6.57027549420504e-24	1.1437238058403e-22	0.405797101449275	0.384057971014493	0.210144927536232	9.66911964285714	9.28245943396226	8.52675862068966	0.65392025261324	-0.954351929769061
FZD3	1.29120378094668e-16	1.36093706206512e-15	1.14800291298888e-27	2.95851253498194e-26	0.231884057971014	0.344202898550725	0.423913043478261	7.9066828125	7.31268631578947	6.35144102564103	1.12449507665094	-1.20033821964199
RPL23AP53	1.68293879135027e-16	1.75137475169474e-15	3.90526820535168e-31	1.32463251700642e-29	0.231884057971014	0.355072463768116	0.41304347826087	7.40360625	7.11184489795918	6.34195087719298	0.705760966981132	-0.885157764782327
PCNA	1.74020192361864e-16	1.80810553738385e-15	1.32365111489975e-15	8.30748652113269e-15	0.41304347826087	0.384057971014493	0.202898550724638	12.1024219298246	11.6741481132075	11.0619517857143	0.639897238466537	-0.834120032467533
EXTL3	2.02156089992665e-16	2.07746969356525e-15	1.77054603635335e-24	3.2933584135879e-23	0.228260869565217	0.344202898550725	0.427536231884058	10.2784031746032	9.93666736842105	9.31602881355932	0.685563737983458	-0.756900300364729
CDC25B	2.96715871555617e-16	2.98394539330473e-15	6.36923185558506e-14	3.23582230724822e-13	0.409420289855072	0.38768115942029	0.202898550724638	11.9698415929204	11.4608495327103	10.9158160714286	0.696242819914218	-0.806470292207793
BTBD3	3.46063653096039e-16	3.45905873314992e-15	2.53533204614161e-21	3.2042429394113e-20	0.402173913043478	0.391304347826087	0.206521739130435	9.85748378378378	9.56337314814815	8.83159298245614	0.54690742014742	-0.880849939918289
ZNF395	6.9655122616901e-16	6.78698876224234e-15	5.87465982201181e-28	1.53106247225652e-26	0.22463768115942	0.347826086956522	0.427536231884058	10.9886193548387	10.6166145833333	10.0247923728814	0.698336644558335	-0.73779876635915
MTMR9	1.08386676409319e-15	1.04067032225414e-14	1.00627135136669e-25	2.17930973889885e-24	0.213768115942029	0.355072463768116	0.431159420289855	8.08674915254237	7.76536734693878	7.18929495798319	0.637292470514723	-0.696846443290692
ADAM9	2.37225104295231e-15	2.17605231652683e-14	2.64492612193596e-20	2.98915995300092e-19	0.373188405797101	0.420289855072464	0.206521739130435	12.0529	11.664699137931	10.6909614035088	0.70902774566474	-1.156316222062
PBK	4.1341787018834e-15	3.70442688314538e-14	1.1044955075172e-32	4.17626047227611e-31	0.217391304347826	0.351449275362319	0.431159420289855	9.59592833333333	9.17307113402062	8.06510588235294	1.03326398148148	-1.26956672911203
CLN8	4.15270937211558e-15	3.71596864495294e-14	4.06812478478505e-24	7.21779216623594e-23	0.228260869565217	0.36231884057971	0.409420289855072	8.79794285714286	8.539833	7.96998761061947	0.560422199865862	-0.669605640914273
PSD3	4.56896480268472e-15	4.08289150913824e-14	1.15400607904967e-19	1.19627641408003e-18	0.210144927536232	0.326086956521739	0.463768115942029	9.54370344827586	9.10010888888889	8.36712265625	0.873971796899715	-0.906827343749999
CDCA2	1.12498358434459e-14	9.59664984984998e-14	1.72472701511316e-34	7.6501593468433e-33	0.210144927536232	0.351449275362319	0.438405797101449	8.50169827586207	8.18240721649484	7.12220991735537	0.907749193293261	-1.17967395361237
PLEKHA2	2.44974854136982e-14	2.00149020578749e-13	6.47946922283324e-12	2.64980421320299e-11	0.376811594202899	0.416666666666667	0.206521739130435	10.5263346153846	10.0856130434783	9.59271403508772	0.604066010733451	-0.702191444364336
