GENE	gain_p_value	gain_fdr	loss_p_value	loss_fdr	gain_sample_prop	normal_sample_prop	loss_sample_prop	gain_exp_mean	normal_exp_mean	loss_exp_mean	gain_vs_rest_exp_diff	loss_vs_exp_diff
CASC4	5.21882092852435e-09	1.55228655177949e-08	3.18719150052926e-10	1.12900129691825e-09	0.202185792349727	0.551912568306011	0.245901639344262	10.9003702702703	10.436997029703	9.69471111111111	0.692159996297669	-0.866523671497584
MBNL2	5.48771251387651e-09	1.62871728468911e-08	1.03944981719592e-06	2.58913666433385e-06	0.275956284153005	0.5	0.224043715846995	10.9393287128713	10.3383448087432	9.84014756097561	0.755143052493928	-0.711927439024391
DLC1	6.18260778471144e-09	1.82405300444674e-08	1.30022871857029e-06	3.20190013316375e-06	0.281420765027322	0.489071038251366	0.229508196721311	11.423532038835	10.7332603351955	10.2613678571429	0.840990213739895	-0.724012993920972
FZD3	6.21515999557638e-09	1.83266677839323e-08	6.41138504714918e-11	2.4476209858754e-10	0.284153005464481	0.486338797814208	0.229508196721311	7.90269615384615	7.50598258426966	6.87740357142857	0.59824271873165	-0.774884726443769
CLCN6	7.36659660457868e-09	2.15936575725197e-08	1.14948003572468e-10	4.24955790427468e-10	0.213114754098361	0.584699453551913	0.202185792349727	9.69955769230769	9.34690373831776	8.92665945945946	0.460633386752137	-0.514446362458349
UBL3	8.89305920621634e-09	2.58187114966228e-08	1.57134024742511e-06	3.84128564798548e-06	0.273224043715847	0.513661202185792	0.213114754098361	12.236191	11.6189095744681	11.2074794871795	0.737926338345865	-0.625763915598291
AURKAIP1	9.52030663851643e-09	2.75664870376131e-08	5.84776687001908e-11	2.24057963069686e-10	0.207650273224044	0.587431693989071	0.204918032786885	11.0888552631579	10.6877720930233	10.0992453333333	0.55328836660617	-0.693277003436425
ST7L	9.89709305348571e-09	2.85213853113907e-08	6.8793529958251e-11	2.61813392940286e-10	0.224043715846995	0.557377049180328	0.218579234972678	8.26274024390244	7.90025931372549	7.42156125	0.497325455170044	-0.582626162587413
TUBGCP4	1.19307434829423e-08	3.40406427170053e-08	2.74963804103489e-13	1.37631338901801e-12	0.202185792349727	0.549180327868853	0.248633879781421	8.5931027027027	8.27559751243781	7.78345604395604	0.470878045168456	-0.577579228771229
CTTNBP2NL	1.52923246580653e-08	4.3270147646474e-08	1.85080252699416e-07	5.02828651139122e-07	0.221311475409836	0.562841530054645	0.215846994535519	9.49226172839506	9.01411747572816	8.63190506329114	0.584090851202077	-0.51715904820712
LAMP1	1.53341405994885e-08	4.33659978321113e-08	3.13977885491252e-18	2.85956620556186e-17	0.273224043715847	0.5	0.226775956284153	13.072809	12.7032109289617	12.1773710843373	0.533675917293232	-0.656439869726256
KIAA0947	1.58761594742913e-08	4.47829064509839e-08	5.10818332751035e-11	1.96846729901131e-10	0.237704918032787	0.540983606557377	0.221311475409836	10.3727206896552	10.0425580808081	9.40878888888889	0.51416011617847	-0.73455567251462
EBPL	1.74360896422099e-08	4.9005911238347e-08	3.99325884126098e-06	9.34338874004791e-06	0.251366120218579	0.508196721311475	0.240437158469945	8.5089652173913	7.78849301075269	7.4427375	0.831517772135831	-0.584185161870504
MIR17HG	2.02352739000273e-08	5.63800156979842e-08	3.88328777328844e-06	9.10052936182863e-06	0.284153005464481	0.508196721311475	0.207650273224044	5.42397596153846	4.53529569892473	3.99959736842105	1.04407367146213	-0.854397459165154
ZNF596	2.32908930850543e-08	6.44987662968972e-08	9.97489670888382e-10	3.34829334628957e-09	0.278688524590164	0.478142076502732	0.243169398907104	5.65731764705882	5.15822857142857	4.34102134831461	0.774586965240641	-1.00098731594532
TMEM201	2.37637231089837e-08	6.57748058277546e-08	8.62146329104061e-08	2.42453975299188e-07	0.204918032786885	0.590163934426229	0.204918032786885	10.657676	10.211037037037	9.80592933333333	0.551048164948455	-0.520220838487973
NDNL2	2.40792488358315e-08	6.66143758320546e-08	2.18986455459008e-16	1.58340746204315e-15	0.204918032786885	0.581967213114754	0.213114754098361	9.11235733333333	8.90765774647887	8.3578641025641	0.35206695532646	-0.603100827991453
HIAT1	2.44935363931655e-08	6.76919039691683e-08	3.07340696289205e-12	1.35193208970678e-11	0.207650273224044	0.551912568306011	0.240437158469945	10.2722736842105	10.0004742574257	9.55001590909091	0.408490235934664	-0.524763227599738
POMP	2.52270499114967e-08	6.96485943208713e-08	7.66375401470511e-12	3.21197608534398e-11	0.265027322404372	0.519125683060109	0.215846994535519	11.1685412371134	10.9301926315789	10.5166924050633	0.359785475031618	-0.494057072288626
BIN3	2.57012789670849e-08	7.08862042622479e-08	1.89259127840755e-08	5.68471770864526e-08	0.278688524590164	0.489071038251366	0.23224043715847	10.4692862745098	10.0963687150838	9.53691647058823	0.553044229055258	-0.694817337240947
FDFT1	2.61786531011656e-08	7.21299821319199e-08	6.73532463039003e-11	2.56597062444228e-10	0.284153005464481	0.486338797814208	0.229508196721311	12.3731990384615	12.0004252808989	11.4611964285714	0.545656290369935	-0.676705699088146
SORBS3	2.71694555523028e-08	7.47844741789947e-08	9.70728127138821e-12	4.03175019208503e-11	0.278688524590164	0.489071038251366	0.23224043715847	11.4611990196078	11.1390139664804	10.4459211764706	0.545339928698752	-0.810042524597028
LIG4	2.74213216495428e-08	7.53637833558899e-08	7.50482150888843e-09	2.3410467772011e-08	0.270491803278689	0.502732240437158	0.226775956284153	8.35606363636364	7.89256793478261	7.36999277108434	0.625944160708205	-0.684716769551704
DRAM2	2.7607636706229e-08	7.57995495488772e-08	2.52573442272024e-18	2.34673533752872e-17	0.226775956284153	0.557377049180328	0.215846994535519	9.81231807228916	9.54539607843137	8.98130632911392	0.424388743667249	-0.641283217924403
RSBN1	3.19341528180511e-08	8.72398241817795e-08	3.47767447697164e-13	1.71394685928609e-12	0.237704918032787	0.549180327868853	0.213114754098361	8.93139655172414	8.6076736318408	8.09875	0.466002644914102	-0.606714930555555
LYSMD2	3.21742672402758e-08	8.7851836699573e-08	1.60962371372123e-06	3.93094675374783e-06	0.210382513661202	0.576502732240437	0.213114754098361	8.13251298701299	7.63991279620853	7.24894102564103	0.59812198355278	-0.52267390491453
REEP4	3.46678252542136e-08	9.45659309257046e-08	1.56089457389112e-12	7.129988357365e-12	0.281420765027322	0.486338797814208	0.23224043715847	9.8091145631068	9.51980505617978	8.96142352941176	0.46977501938056	-0.66442736026795
ZDHHC20	3.59638409296957e-08	9.80521893744723e-08	4.14205459204739e-05	8.69973153768675e-05	0.248633879781421	0.516393442622951	0.234972677595628	7.97941318681319	7.29934444444444	6.65272558139535	0.882284095904097	-0.867641204318937
PARP4	3.82511460385519e-08	1.04106071771505e-07	8.5853906183786e-07	2.1589473746148e-06	0.256830601092896	0.521857923497268	0.221311475409836	11.2559904255319	10.9057172774869	10.4421901234568	0.488308807884856	-0.57905584145549
