MW	MWPvalue	CW	CWPvalue	score	scorePvalue	epsilon	coverage	fdr	Gene
0.141243919706168	0.182	NA	NA	NA	NA	0	0.0327868852459016	NA	LEMD1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEMD2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEMD3
0.167840630223541	0.028	NA	NA	NA	NA	0	0.109289617486339	NA	LENEP
NA	NA	NA	NA	NA	NA	NA	NA	NA	LENG1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LENG8
NA	NA	NA	NA	NA	NA	NA	NA	NA	LENG9
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEO1
0.200005080405695	0.003	NA	NA	NA	NA	0	0.16120218579235	NA	LEP
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEPR
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEPRE1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEPREL1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEPREL2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEPROT
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEPROTL1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LETM1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LETM2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LETMD1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LFNG
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS1
0.258629379942791	0	NA	NA	NA	NA	0	0.122950819672131	NA	LGALS12
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS14
0.356524419252994	0	NA	NA	NA	NA	0	0.0683060109289618	NA	LGALS2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS3BP
0.00078955261627373	0.515	NA	NA	NA	NA	0	0.855191256830601	NA	LGALS4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS7
0.294464295152315	0.201	NA	NA	NA	NA	0	0.0136612021857923	NA	LGALS7B
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS8
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS9
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS9B
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS9C
0.0432094599495098	0.459	NA	NA	NA	NA	0	0.046448087431694	NA	LGI1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGI2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGI3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGI4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGMN
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGR4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGR5
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGR6
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGSN
0.597554566205827	0.049	NA	NA	NA	NA	0	0.00819672131147541	NA	LHB
0.121077770118725	0.266	NA	NA	NA	NA	0	0.040983606557377	NA	LHCGR
NA	NA	NA	NA	NA	NA	NA	NA	NA	LHFP
NA	NA	NA	NA	NA	NA	NA	NA	NA	LHFPL2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LHFPL3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LHFPL4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LHFPL5
NA	NA	NA	NA	NA	NA	NA	NA	NA	LHPP
NA	NA	NA	NA	NA	NA	NA	NA	NA	LHX1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LHX2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LHX3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LHX4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LHX6
0.313265253661606	0.291	NA	NA	NA	NA	0	0.00819672131147541	NA	LHX8
NA	NA	NA	NA	NA	NA	NA	NA	NA	LHX9
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIAS
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIF
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIFR
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIG1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIG3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIG4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LILRA1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LILRA2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LILRA3
0.47679803902603	0.157	NA	NA	NA	NA	0	0.00546448087431694	NA	LILRA4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LILRA5
0.506304376415998	0.054	NA	NA	NA	NA	0	0.00819672131147541	NA	LILRA6
NA	NA	NA	NA	NA	NA	NA	NA	NA	LILRB1
0.0936012428492176	0.355	NA	NA	NA	NA	0	0.00546448087431694	NA	LILRB2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LILRB3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LILRB4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LILRB5
0.448051325664967	0	NA	NA	NA	NA	0	0.0245901639344262	NA	LIM2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIMA1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIMCH1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIMD1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIMD2
0.513129572316276	0	NA	NA	NA	NA	0	0.0546448087431694	NA	LIME1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIMK1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIMK2
0.200072702593922	0.003	NA	NA	NA	NA	0	0.136612021857924	NA	LIMS1
0.41718325795644	0.114	NA	NA	NA	NA	0	0.00819672131147541	NA	LIMS2
0.165455812343436	0.22	NA	NA	NA	NA	0	0.0218579234972678	NA	LIN28B
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIN37
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIN52
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIN54
0.608904565272808	0.108	NA	NA	NA	NA	0	0.00546448087431694	NA	LIN7A
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIN7B
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIN7C
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIN9
NA	NA	NA	NA	NA	NA	NA	NA	NA	LINGO1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LINGO2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LINGO3
0.523221171868201	0.007	NA	NA	NA	NA	0	0.0191256830601093	NA	LINGO4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIPA
0.13974043776238	0.004	NA	NA	NA	NA	0	0.355191256830601	NA	LIPC
0.912444313791668	0.001	NA	NA	NA	NA	0	0.0109289617486339	NA	LIPE
1.03761728938009	0	NA	NA	NA	NA	0	0.0163934426229508	NA	LIPG
0.290392398431356	0.015	NA	NA	NA	NA	0	0.0437158469945355	NA	LIPH
0.0435316890042189	0.264	NA	NA	NA	NA	0	0.879781420765027	NA	LIPJ
0.0669953764081123	0.144	NA	NA	NA	NA	0	0.284153005464481	NA	LIPN
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIPT1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIPT2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LITAF
0.422417848323721	0.004	NA	NA	NA	NA	0	0.0382513661202186	NA	LIX1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LIX1L
NA	NA	NA	NA	NA	NA	NA	NA	NA	LLGL1
